nodes,area,angles,perimeter,avg_density,avg_entropy,cell_type_diversity,max_distance,min_distance,avg_distance,std_distance,density_dispersion,triangle_inequality_ratio,aspect_ratio
"[0, 1, 6]",4002.0,"[1.0848160012262529, 0.38289871704594336, 1.6738779353175968]",351.5512659110533,109.17187841708134,0.0,1,155.24174696260025,58.30951894845301,117.18375530368444,51.71026241849216,0.058944105877901304,0.7908009137517352,2.6623739959137307
"[0, 1, 3552]",762.0,"[1.9275520314562395, 0.8473397292975718, 0.3667008928359821]",159.0993581848461,115.09027947015711,0.0,1,72.89718787443039,27.892651361962702,53.0331193949487,22.96154112557941,0.034302405121640255,0.8456537418016992,2.6134908054614168
"[0, 2, 4]",5674.0,"[1.5396115155109868, 0.4829189352991251, 1.1190622027796817]",389.63402925446337,113.47493936610107,0.0,1,164.76953601925328,76.55063683601855,129.87800975148778,46.91006154854915,0.12464493114693286,0.7327503495489748,2.152425411851388
"[0, 2, 3552]",2033.0,"[0.39758936019495184, 0.41873200559767226, 2.325271287797169]",286.62654026063916,110.56829335508945,0.0,1,137.17871555019022,72.89718787443039,95.54218008687972,36.10453899954086,0.08877698506376365,0.9179037287158258,1.881810801625002
"[0, 4, 5]",2266.5,"[1.3803253344597002, 1.5904276011299052, 0.17083971800018768]",354.60827611075774,112.63666948964588,0.0,1,164.76953601925328,28.0178514522438,118.20275870358591,78.11633473411798,0.13633506365499248,0.8679447405720901,5.880876922347226
"[0, 5, 6]",6555.0,"[1.0169143468344675, 1.4972450363063567, 0.627433270448969]",395.07843427213953,103.8116224255585,0.0,1,161.82088863926066,95.25754563287887,131.6928114240465,33.7269199430631,0.07173460855382151,0.693743425106378,1.6987723918787063
"[1, 6, 1221]",5102.0,"[1.5288765632453025, 1.2057256498736257, 0.4069904404708648]",387.0774695536969,101.27755110386822,0.0,1,166.04818577750254,65.7875368135941,129.02582318456564,55.03185829424452,0.12490326306520241,0.751249711986745,2.5240067316700467
"[1, 7, 1221]",2925.0,"[1.6041173226731438, 1.3165883912147067, 0.22088693970194215]",363.2498546229939,119.7131213187195,0.10836099113048274,1,166.04818577750254,36.40054944640259,121.0832848743313,73.38431157994397,0.2903865654120719,0.8420222138566295,4.561694488210886
"[1, 7, 3552]",1072.5,"[0.07186555234710387, 0.4267872069184009, 2.6429398943242863]",374.4705184987595,130.10620568129193,0.10836099113048274,1,185.776747737708,27.892651361962702,124.82350616625315,84.86835960795423,0.1811394279688951,0.9845409680903702,6.660419094867846
"[2, 3, 4]",2838.5,"[1.3663648232444403, 0.25582183307478323, 1.5194059972705691]",337.9093663312778,113.75787321353336,0.0,1,151.2679741386127,38.3275357934736,112.63645544375926,64.37036086273751,0.12403543559685706,0.8104738844985825,3.9467179667827885
